id;name;wine_type;barcode;brand;company;research_year;vintage;sugar;color;price;price_for;rating_gost;rating;url
343;Портвейн красный Алушта 2015;Ликерное;4680017724098;Массандра;"ППО ФГУП ПАО ""МАССАНДРА"" УДП РФ";2018;2015;Сладкое;Красное;430;0.75;84.42;4.221;https://rskrf.ru//goods/likernoe-vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-spetsialnoe-vino-krasnoe-portveyn-kr/
344;Портвейн белый Южнобережный  2013;Ликерное;4680017724081;Массандра;"ППО ФГУП ПАО ""МАССАНДРА"" УДП РФ";2018;2013;Сладкое;Белое;440;0.75;82.23;4.112;https://rskrf.ru//goods/portveyn-belyy-yuzhno-berezhnyy-likernoe-vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-spets/
345;Портвейн белый Сурож 2011;Ликерное;4680017724074;Массандра;"ППО ФГУП ПАО ""МАССАНДРА"" УДП РФ";2018;2011;Сладкое;Белое;428;0.75;84.6;4.230;https://rskrf.ru//goods/likernoe-vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-spetsialnoe-vino-vyderzhannoe-beloee/
346;Портвейн белый Поручик Голицын 2010;Ликерное;4680017724067;Массандра;"ППО ФГУП ПАО ""МАССАНДРА"" УДП РФ";2018;2010;Сладкое;Белое;424;0.75;79.44;3.972;https://rskrf.ru//goods/likernoe-vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-spetsialnoe-vino-vyderzhannoe-beloe-37aa91/
347;Мускатель Массандра розовый  2014;Ликерное;4680017723985;Массандра;"ППО ФГУП ПАО ""МАССАНДРА"" УДП РФ";2018;2014;Сладкое;Розовое;387;0.75;78.49;3.925;https://rskrf.ru//goods/muskatel-massandra-rozovyy-likernoe-vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-spetsialn/
348;Мускатель Массандра белый 2011;Ликерное;4680017723978;Массандра;"ППО ФГУП ПАО ""МАССАНДРА"" УДП РФ";2018;2011;Сладкое;Белое;377;0.75;86.28;4.314;https://rskrf.ru//goods/likernoe-vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-spetsialnoe-vino-beloe-muskatel-mass/
349;Мускатель Массандра черный 2015;Ликерное;4680017723992;Массандра;"ППО ФГУП ПАО ""МАССАНДРА"" УДП РФ";2018;2015;Сладкое;Красное;398;0.75;83.7;4.185;https://rskrf.ru//goods/likernoe-vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-spetsialnoe-vino-krasnoe-muskatel-ma/
350;Мускат Розовый Массандра 2012;Ликерное;4680017723916;Массандра;"ППО ФГУП ПАО ""МАССАНДРА"" УДП РФ";2018;2012;Сладкое;Розовое;440;0.75;80;4.000;https://rskrf.ru//goods/likernoe-vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-spetsialnoe-vino-vyderzhannoe-rozovo/
351;Мускат Белый Южнобережный 2011;Ликерное;4680017723862;Массандра;"ППО ФГУП ПАО ""МАССАНДРА"" УДП РФ";2018;2011;Сладкое;Белое;440;0.75;87.43;4.372;https://rskrf.ru//goods/likernoe-vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-spetsialnoe-vino-vyderzhannoe-beloe--1f01b2/
352;Массандра Саперави. Вино с ЗГУ «Крым». Полусладкое красное  2019;Красное;4680017725026;Массандра;"ГУП Республики Крым ""Производственно-аграрное объединение ""Массандра""";2020;2019;Полусладкое;Красное;265;0.75;81.73;4.087;https://rskrf.ru//goods/massandra-saperavi-vino-s-zgu-krym-polusladkoe-krasnoe-2019/
353;Массандра Мерло. Вино с ЗГУ «Крым». Полусладкое красное  2019;Красное;4680017722773;Массандра;"ГУП Республики Крым ""Производственно-аграрное объединение ""Массандра""";2020;2019;Полусладкое;Красное;299;0.75;81.26;4.063;https://rskrf.ru//goods/massandra-merlo-vino-s-zgu-krym-polusladkoe-krasnoe-2019/
354;Каберне Саперави 2017;Красное;4680017724333;Массандра;"ППО ФГУП ПАО ""МАССАНДРА"" УДП РФ";2018;2017;Сухое;Красное;319;0.75;80.61;4.031;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-sukhoe-krasnoe-kaberne-saperavi/
355;Массандра Бастардо. Вино столовое полусладкое красное  2019;Красное;4680017726016;Массандра;"ГУП Республики Крым ""Производственно-аграрное объединение ""Массандра""";2020;2019;Полусладкое;Красное;335;0.75;80.49;4.025;https://rskrf.ru//goods/massandra-bastardo-vino-stolovoe-polusladkoe-krasnoe-2019/
356;Столовое красное Алушта. вино выдержанное сухое красное. ЗГУ «Крым» 2016;Красное;4680017724241;Массандра;;2019;2016;Сухое;Красное;537;0.75;80.48;4.024;https://rskrf.ru//goods/massandra-stolovoe-krasnoe-alushta-vino-zgu-krym-vyderzhannoe-sukhoe-krasnoe-2016/
357;Красностоп 2017;Красное;4627137760018;Массандра;"ППО ФГУП ПАО ""МАССАНДРА"" УДП РФ";2018;2017;Сухое;Красное;261;0.75;80.23;4.012;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-sukhoe-krasnoe-krasnostop/
358;Массандра – Бастардо – вино ЗГУ – полусладкое красное. 2018 2018;Красное;4680017726016;Массандра;;2019;2018;Полусладкое;Красное;406;0.75;80.1;4.005;https://rskrf.ru//goods/massandra-bastardo-vino-zgu-polusladkoe-krasnoe-2018/
359;Массандра Алеатико. Вино с ЗГУ «Крым». Сухое красное  2019;Красное;4680017723596;Массандра;"ГУП Республики Крым ""Производственно-аграрное объединение ""Массандра""";2020;2019;Сухое;Красное;319;0.75;79.8;3.990;https://rskrf.ru//goods/massandra-aleatiko-vino-s-zgu-krym-sukhoe-krasnoe-2019/
360;Каберне. вино полусладкое красное. ЗГУ «Крым» 2018;Красное;4680017725040;Массандра;;2019;2018;Полусладкое;Красное;406;0.75;79.27;3.964;https://rskrf.ru//goods/massandra-kaberne-vino-zgu-krym-polusladkoe-krasnoe/
361;Саперави 2017;Красное;4680017724173;Массандра;"ППО ФГУП ПАО ""МАССАНДРА"" УДП РФ";2018;2017;Сухое;Красное;280;0.75;78.99;3.950;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-sukhoe-krasnoe-saperavi/
362;Массандра Каберне. Вино с ЗГУ «Крым». Сухое красное  2019;Красное;4680017723671;Массандра;"ГУП Республики Крым ""Производственно-аграрное объединение ""Массандра""";2020;2019;Сухое;Красное;275;0.75;78.55;3.928;https://rskrf.ru//goods/massandra-kaberne-vino-s-zgu-krym-sukhoe-krasnoe-2019/
363;Бастардо 2017;Красное;4680017723640;Массандра;"ППО ФГУП ПАО ""МАССАНДРА"" УДП РФ";2018;2017;Сухое;Красное;280;0.75;78.48;3.924;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-sukhoe-krasnoe-bastardo/
364;Мерло 2017;Красное;4680017723824;Массандра;"ППО ФГУП ПАО ""МАССАНДРА"" УДП РФ";2018;2017;Сухое;Красное;280;0.75;78.42;3.921;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-sukhoe-krasnoe-merlo/
365;Алеатико 2017;Красное;4680017723596;Массандра;"ППО ФГУП ПАО ""МАССАНДРА"" УДП РФ";2018;2017;Сухое;Красное;280;0.75;78.27;3.914;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-sukhoe-krasnoe-aleatiko/
366;Массандра Бастардо. Вино с ЗГУ «Крым». Сухое красное  2019;Красное;4680017723640;Массандра;"ГУП Республики Крым ""Производственно-аграрное объединение ""Массандра""";2020;2019;Сухое;Красное;235;0.75;77.18;3.859;https://rskrf.ru//goods/massandra-bastardo-vino-s-zgu-krym-sukhoe-krasnoe-2019/
367;Массандра Сухое-Красное. Вино с ЗГУ «Крым». Сухое красное  2019;Красное;4680017724890;Массандра;"ГУП Республики Крым ""Производственно-аграрное объединение ""Массандра""";2020;2019;Сухое;Красное;225;0.75;76.45;3.823;https://rskrf.ru//goods/massandra-sukhoe-krasnoe-vino-s-zgu-krym-sukhoe-krasnoe-2019/
368;"
                        Красностоп. вино сухое красное с ЗГУ «Крым»                     ";Красное;4627137760018;Массандра;;2019;Без указания года;Сухое;Красное;352;0.75;73;3.650;https://rskrf.ru//goods/krasnostop-vino-sukhoe-krasnoe-s-zgu-krym-/
369;Массандра Каберне. Вино столовое полусладкое красное  2019;Красное;4680017725040;Массандра;"ГУП Республики Крым ""Производственно-аграрное объединение ""Массандра""";2020;2019;Полусладкое;Красное;229;0.75;70.18;3.509;https://rskrf.ru//goods/massandra-kaberne-vino-stolovoe-polusladkoe-krasnoe-2019/
370;Кокур. вино сухое белое. ЗГУ «Крым»  2017;Белое;4680017723749;Массандра;;2019;2017;Сухое;Белое;339;0.75;80.09;4.005;https://rskrf.ru//goods/massandra-kokur-vino-zgu-krym-sukhoe-beloe-2017/
371;Жемчужина Массандры. полусладкое белое. ЗГУ 2018;Белое;4680017723657;Массандра;;2019;2018;Полусладкое;Белое;360;0.75;77.6;3.880;https://rskrf.ru//goods/zhemchuzhina-massandry-polusladkoe-beloe-zgu-2018/
372;Массандра Жемчужина Массандры. Вино с ЗГУ «Крым». Полусладкое белое  2019;Белое;4680017723657;Массандра;"ГУП Республики Крым ""Производственно-аграрное объединение ""Массандра""";2020;2019;Полусладкое;Белое;249;0.75;76.7;3.835;https://rskrf.ru//goods/massandra-zhemchuzhina-massandry-vino-s-zgu-krym-polusladkoe-beloe-2019-bez-ukazaniya-goda/
373;Массандра Кокур. Вино с ЗГУ «Крым». Сухое белое  2019;Белое;4680017723749;Массандра;"ГУП Республики Крым ""Производственно-аграрное объединение ""Массандра""";2020;2019;Сухое;Белое;275;0.75;76.2;3.810;https://rskrf.ru//goods/massandra-kokur-vino-s-zgu-krym-sukhoe-beloe-2019-bez-ukazaniya-goda/
374;Массандра Алиготе. Вино с ЗГУ «Крым». Сухое белое 2019;Белое;4680017723626;Массандра;"ГУП Республики Крым ""Производственно-аграрное объединение ""Массандра""";2020;2019;Сухое;Белое;225;0.75;74.3;3.715;https://rskrf.ru//goods/massandra-aligote-vino-s-zgu-krym-sukhoe-beloe-2019-bez-ukazaniya-goda/
375;Массандра Шардоне. Вино с ЗГУ «Крым». Сухое белое 2019;Белое;4680017724319;Массандра;"ГУП Республики Крым ""Производственно-аграрное объединение ""Массандра""";2020;2019;Сухое;Белое;275;0.75;71.67;3.584;https://rskrf.ru//goods/massandra-shardone-vino-s-zgu-krym-sukhoe-beloe-2019-bez-ukazaniya-goda/
376;Массандра. столовое розовое сухое. ЗГУ 2017;Розовое;4680017724883;Массандра;;2019;2017;Сухое;Розовое;245;0.75;72.25;3.613;https://rskrf.ru//goods/massandra-stolovoe-rozovoe-sukhoe-zgu-2017/
377;Мускат белый Южнобережный. ликерное вино с ЗГУ «Крым» (специальное вино). выдержанное белое 2011;Ликерное;4680017723862;Массандра;;2019;2011;Сладкое;Белое;539;0.75;87.46;4.373;https://rskrf.ru//goods/muskat-belyy-yuzhnoberezhnyy-likernoe-vino-s-zgu-krym-spetsialnoe-vino-vyderzhannoe-beloe-2011/
378;Мускат белый Красного камня. ликерное вино с ЗГУ «Крым» (специальное вино). выдержанное белое 2014;Ликерное;4680017723831;Массандра;;2019;2014;Сладкое;Белое;887;0.75;85.66;4.283;https://rskrf.ru//goods/muskat-belyy-krasnogo-kamnya-likernoe-vino-s-zgu-krym-spetsialnoe-vino-vyderzhannoe-beloe-2014/
379;Седьмое небо князя Голицына. ликерное вино с ЗГУ «Крым» (специальное вино). выдержанное белое 2011;Ликерное;4680017724180;Массандра;;2019;2011;Сладкое;Белое;529;0.75;85.5;4.275;https://rskrf.ru//goods/sedmoe-nebo-knyazya-golitsyna-likernoe-vino-s-zgu-krym-spetsialnoe-vino-vyderzhannoe-beloe-2011/
