N;name;wine_type;barcode;brand;company;research_year;vintage;sugar;color;price;price_for;rating_gost;rating;url
346;Ркацители Старокрымский, вино сухое белое с ЗГУ  2017;Белое;4620018811687;Старый Крым;;2019;2017;Сухое;Белое;432;075;77.45;3.8725;https://rskrf.ru//goods/rkatsiteli-starokrymskiy-vino-sukhoe-beloe-s-zgu-2017/
347;Мускат Крымский, вино столовое полусладкое белое  2018;Белое;4650064810914;Южный ветер;;2019;2018;Полусладкое;Белое;199;075;77.42;3.8710;https://rskrf.ru//goods/muskat-krymskiy-vino-stolovoe-polusladkoe-beloe-2018/
348;Шардоне коллекция, вино столовое сухое белое ;Белое;4606285009958;Анжелика Варум;;2019;Без указания года;Сухое;Белое;400;075;77.36;3.8680;https://rskrf.ru//goods/shardone-kollektsiya-vino-stolovoe-sukhoe-beloe-/
349;Вино с защищенным географическим указанием «Крым» полусухое белое «Старый Крым Совиньон Совадж» 2019;Белое;4620018811663;Старокрымский;"АО ""СТАРОКРЫМСКИЙ""";2021;2019;Полусухое;Белое;441;075;77.36;3.8680;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-polusukhoe-beloe-staryy-krym-sovinon-sovadzh-/
350;Шардоне, вино сухое белое географического наименования «Микрозона Коктебель» 2017;Белое;4650064810792;Сазык-Дере;;2019;2017;Сухое;Белое;365;075;77.35;3.8675;https://rskrf.ru//goods/shardone-vino-sukhoe-beloe-geograficheskogo-naimenovaniya-mikrozona-koktebel-2017/
351;Вино географического наименования полусладкое белое «Классика. Шардоне Саук-Дере. Поздний сбор»  ;Белое;4699301416625;Саук-Дере;"ООО АФ ""САУК-ДЕРЕ""";2021;;Полусладкое;Белое;380;075;77.33;3.8665;https://rskrf.ru//goods/vino-geograficheskogo-naimenovaniya-polusladkoe-beloe-klassika-shardone-sauk-dere-pozdniy-sbor-/
352;Шардоне, вино сухое белое, ЗГУ  2017;Белое;4620018811922;Villa Krim;;2019;2017;Сухое;Белое;277;0;77.3;3.8650;https://rskrf.ru//goods/shardone-vino-sukhoe-beloe-zgu-2017/
353;Классика, Шардоне, Рислинг, вино сухое белое с ЗГУ «Кубань»  2018;Белое;4699301417103;Саук-Дере;;2019;2018;Сухое;Белое;229;075;77.3;3.8650;https://rskrf.ru//goods/klassika-shardone-risling-vino-sukhoe-beloe-s-zgu-kuban-2018/
354;Новое русское вино, Шардоне, Совиньон, вино сухое белое с ЗГУ «Кубань. Крымск»  2018;Белое;4607964860402;Саук-Дере;;2019;2018;Сухое;Белое;298;075;77.3;3.8650;https://rskrf.ru//goods/novoe-russkoe-vino-shardone-sovinon-vino-sukhoe-beloe-s-zgu-kuban-krymsk-2018/
355;Вино географического наименования сухое белое «Эльбузд Шардоне» 2015;Белое;4610021440011;Эльбузд;"ООО ""ДОНСКОЕ ВИНОДЕЛЬЧЕСКОЕ ХОЗЯЙСТВО ""ЭЛЬБУЗД""";2021;2015;Сухое;Белое;702;075;77.3;3.8650;https://rskrf.ru//goods/vino-geograficheskogo-naimenovaniya-sukhoe-beloe-elbuzd-shardone-2015/
356;Вино с защищенным географическим указанием «Кубань. Таманский полуостров» сухое белое «Авторское Алиготе-Рислинг» 2020;Белое;4603040012192;Fanagoria;"ОАО ""АПФ ""ФАНАГОРИЯ""";2021;2020;Сухое;Белое;399;075;77.27;3.8635;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-sukhoe-beloe-avtorskoe-/
357;Архадерессе. Вино столовое сухое белое ;Белое;4610015991635;Архадерессе;"АО ""Солнечная Долина""";2020;Без указания года;Сухое;Белое;205;075;77.27;3.8635;https://rskrf.ru//goods/arkhaderesse-vino-stolovoe-sukhoe-beloe-bez-ukazaniya-goda/
358;Вино столовое полусладкое белое «Тамянка Евпаторийская» ;Белое;4610016490687;Крымский берег;"ООО ""ЕВПАТОРИЙСКИЙ ЗАВОД КЛАССИЧЕСКИХ ВИН""";2021;;Полусладкое;Белое;220;075;77.27;3.8635;https://rskrf.ru//goods/vino-stolovoe-polusladkoe-beloe-tamyanka-evpatoriyskaya-/
359;Абрау Купаж светлый. Столовое сухое белое;Белое;4605899002737;Абрау;"АО ""Миллеровский Винзавод"" 346130, РФ, Ростовская обл., Миллеровский р-н., Миллеровское городское по";2020;Без указания года;Сухое;Белое;352;075;77.25;3.8625;https://rskrf.ru//goods/abrau-kupazh-svetlyy-stolovoe-sukhoe-beloe-bez-ukazaniya-goda/
360;Классическая коллекция, Рислинг, вино столовое полусладкое белое  2017;Белое;4699301416076;Саук-Дере;;2019;2017;Полусладкое;Белое;243;075;77.23;3.8615;https://rskrf.ru//goods/klassicheskaya-kollektsiya-risling-vino-stolovoe-polusladkoe-beloe-2017/
361;Вино с защищенным географическим указанием «Крым» полусладкое белое «Кокур»  2019;Белое;4680020412319;Коктебель;"ООО ""ЗАВОД МАРОЧНЫХ ВИН КОКТЕБЕЛЬ""";2021;2019;Полусладкое;Белое;360;075;77.22;3.8610;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-polusladkoe-beloe-kokur-2019/
362;Новое русское вино, Шардоне, вино сухое белое с ЗГУ «Кубань. Крымск»  2018;Белое;4607964860365;Саук-Дере;;2019;2018;Сухое;Белое;334;075;77.2;3.8600;https://rskrf.ru//goods/novoe-russkoe-vino-shardone-vino-sukhoe-beloe-s-zgu-kuban-krymsk-2018/
363;Купаж №8, вино сухое белое географического наименования  2016;Белое;4630016400943;Усадьба Саркел;;2019;2016;Сухое;Белое;300;075;77.2;3.8600;https://rskrf.ru//goods/kupazh-8-vino-sukhoe-beloe-geograficheskogo-naimenovaniya-2016/
364;Millstream Original Классическая серия Совиньон. Вино столовое сухое белое 2019;Белое;4606285010619;Millstream;"ООО ""АПК Мильстрим- Черноморские вина""";2020;2019;Сухое;Белое;220;075;77.18;3.8590;https://rskrf.ru//goods/millstream-original-klassicheskaya-seriya-sovinon-vino-stolovoe-sukhoe-beloe-2019-bez-ukazaniya-goda/
365;Вино с защищенным географическим указанием «Кубань» сухое белое «Шардоне Резерв винодела» ;Белое;4610094280743;Олимп;"ООО ""ОЛИМП""";2021;;Сухое;Белое;199;075;77.18;3.8590;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-sukhoe-beloe-shardone-rezerv-vinodela-/
366;Вино с защищенным географическим указанием «Долина Дона» сухое белое «Цимлянское Избранное. Алиготе-Шардоне-Ркацители» 2019;Белое;4600735005576;Цимлянские вина;"ОАО ""ЦИМЛЯНСКИЕ ВИНА""";2021;2019;Сухое;Белое;450;075;77.15;3.8575;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-dolina-dona-sukhoe-beloe-tsimlyanskoe-izbrannoe-al/
367;Виорика, белое полусладкое ;Белое;4600068025463;Батерфляй;;2019;Без указания года;Полусладкое;Белое;292;075;77.12;3.8560;https://rskrf.ru//goods/viorika-beloe-polusladkoe--931d8a/
368;Вино с защищенным географическим указанием «Кубань. Таманский полуостров» полусухое белое «Шато Тамань Селект Оранж» 2020;Белое;4630037251630;Шато Тамань;"ООО ""КУБАНЬ-ВИНО""";2021;2020;Полусухое;Белое;425;075;77.09;3.8545;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-polusukhoe-beloe-shato-/
369;Коллекция WMS, Рислинг, вино столовое полусухое белое с ЗГУ «Крым»  2017;Белое;4623720857387;Inkerman;;2019;2017;Полусухое;Белое;460;075;77.01;3.8505;https://rskrf.ru//goods/kollektsiya-wms-risling-vino-stolovoe-polusukhoe-beloe-s-zgu-krym-2017/
370;Хороший год, Совиньон, вино столовое сухое белое  2016;Белое;4623722078469;Валерий Захарьин;;2019;2016;Сухое;Белое;374;075;77.01;3.8505;https://rskrf.ru//goods/khoroshiy-god-sovinon-vino-stolovoe-sukhoe-beloe-2016/
371;Вино столовое полусладкое белое «Совиньон» 2019;Белое;4607062866757;Кубань-Вино;"ООО ""КУБАНЬ-ВИНО""";2021;2019;Полусладкое;Белое;229;075;77;3.8500;https://rskrf.ru//goods/vino-stolovoe-polusladkoe-beloe-sovinon-2019/
372;Вино столовое сухое белое «Коллекция винодела» ;Белое;4630037252880;Кубань-Вино;"ООО ""КУБАНЬ-ВИНО""";2021;;Сухое;Белое;146;075;77;3.8500;https://rskrf.ru//goods/vino-stolovoe-sukhoe-beloe-kollektsiya-vinodela-/
373;Вино с защищенным географическим указанием «Крым» ординарное полусладкое белое «Жемчужина Массандры» 2020;Белое;4680017723657;Массандра;"АО ""ПРОИЗВОДСТВЕННОЕ-АГРАРНО ОБЪЕДИНЕНИЕ ""МАССАНДРА""";2021;2020;Полусладкое;Белое;412;075;77;3.8500;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-ordinarnoe-polusladkoe-beloe-zhemchuzhina-mas/
374;Вино столовое сладкое белое «Мускат Ркацители» ;Белое;4630035544819;Винный дом Фотисаль;"ООО ""ВИННЫЙ ДОМ ФОТИСАЛЬ""";2021;;Сладкое;Белое;291;075;76.91;3.8455;https://rskrf.ru//goods/vino-stolovoe-sladkoe-beloe-muskat-rkatsiteli-/
375;Вино с защищенным географическим указанием «Крым» ординарное сухое белое 2020;Белое;4680017723749;Массандра;"АО ""ПРОИЗВОДСТВЕННОЕ-АГРАРНО ОБЪЕДИНЕНИЕ ""МАССАНДРА""";2021;2020;Сухое;Белое;258;075;76.91;3.8455;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-ordinarnoe-sukhoe-beloe-2020/
376;«Ласточкино Гнездо», вино столовое полусладкое белое, серии «Ласточкино гнездо» ;Белое;4623721402944;Ласточкино Гнездо;"ООО ""ВИНОДЕЛЬНЯ БУРЛЮК""";2021;;Полусладкое;Белое;269;075;76.9;3.8450;https://rskrf.ru//goods/lastochkino-gnezdo-vino-stolovoe-polusladkoe-beloe-serii-lastochkino-gnezdo-/
377;Вино столовое сухое белое «Шардоне», «Усадьба Перовских» 2020;Белое;4610017110232;Усадьба Перовских;"ООО ""ВЕЙН УНД ВАССЕР""";2021;2020;Сухое;Белое;314;075;76.9;3.8450;https://rskrf.ru//goods/vino-stolovoe-sukhoe-beloe-shardone-usadba-perovskikh-2020/
378;Шардоне, белое полусладкое ;Белое;4600068016263;Батерфляй;;2019;Без указания года;Полусладкое;Белое;159;075;76.89;3.8445;https://rskrf.ru//goods/shardone-beloe-polusladkoe-/
379;Азовский Бриз, вино сухое белое с ЗГУ «Кубань. Восточное Приазовье»  2016;Белое;4699304825158;Azov Vine;;;2016;Сухое;Белое;375;;76.87;3.8435;https://rskrf.ru//goods/azovskiy-briz-vino-sukhoe-beloe-s-zgu-kuban-vostochnoe-priazove-2016/
380;Жемчужина Инкермана - вино сухое белое, географического наименования  ;Белое;4623721249211;Inkerman;;2019;Без указания года;Сухое;Белое;419;075;76.86;3.8430;https://rskrf.ru//goods/zhemchuzhina-inkermana-vino-sukhoe-beloe-geograficheskogo-naimenovaniya-/
381;Вино с защищенным географическим указанием «Кубань» сухое белое «Совиньон Гуд Стейк» ;Белое;4620012637740;Good Steak;"ООО ""ОЛИМП""";2021;;Сухое;Белое;300;075;76.83;3.8415;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-sukhoe-beloe-sovinon-gud-steyk-/
382;Esse Ркацители. Вино с ЗГУ «Крым». Сухое белое  2019;Белое;4660017892430;Esse;"ООО ""ВК САТЕРА""";2020;2019;Сухое;Белое;282;075;76.8;3.8400;https://rskrf.ru//goods/esse-rkatsiteli-vino-s-zgu-krym-sukhoe-beloe-2019-bez-ukazaniya-goda/
